sample_id,donor,stimulation,stimulus_concentration_ng_ml,perturbagen,cytokine_concentration_ng_ml,protein,response_value
6296,donor_5,LPS,2000,control,0,CCL24,0.549463689
6296,donor_5,LPS,2000,control,0,CCL5,0.570161819
6296,donor_5,LPS,2000,control,0,CCL7,0.00607000105
6296,donor_5,LPS,2000,control,0,CCL8,0.0331657007
6296,donor_5,LPS,2000,control,0,CXCL1,0.748315275
6296,donor_5,LPS,2000,control,0,CXCL10,-0.000246857555
6296,donor_5,LPS,2000,control,0,CXCL16,0.214774996
6296,donor_5,LPS,2000,control,0,G-CSF,0.316269338
6296,donor_5,LPS,2000,control,0,GM-CSF,0.221551254
6296,donor_5,LPS,2000,control,0,IFN gamma,0.477253079
6296,donor_5,LPS,2000,control,0,IL-1 RA RN,0.233539999
6296,donor_5,LPS,2000,control,0,IL-1 alpha,0.669849038
6296,donor_5,LPS,2000,control,0,IL-1 beta,0.99303031
6296,donor_5,LPS,2000,control,0,IL-12 p40,0.660939932
6296,donor_5,LPS,2000,control,0,IL-6,1.08078527
6296,donor_5,LPS,2000,control,0,MMP-1,0.631024599
6296,donor_5,LPS,2000,control,0,TNF RII,0.148465082
6296,donor_5,LPS,2000,control,0,TNF alpha,0.99230516
6316,donor_5,LPS,2000,control,0,CCL1,0.791564047
6316,donor_5,LPS,2000,control,0,CCL2,0.860561132
6316,donor_5,LPS,2000,control,0,CCL22,0.431467623
6316,donor_5,LPS,2000,control,0,CCL24,0.628932297
6316,donor_5,LPS,2000,control,0,CCL5,0.588553965
6316,donor_5,LPS,2000,control,0,CCL7,0.034698084
6316,donor_5,LPS,2000,control,0,CCL8,-0.0152343549
6316,donor_5,LPS,2000,control,0,CXCL1,0.765229285
6316,donor_5,LPS,2000,control,0,CXCL10,0.0189535879
6316,donor_5,LPS,2000,control,0,CXCL16,0.260774523
6316,donor_5,LPS,2000,control,0,G-CSF,0.303715825
6316,donor_5,LPS,2000,control,0,GM-CSF,0.245633632
6316,donor_5,LPS,2000,control,0,IFN gamma,0.502837181
6316,donor_5,LPS,2000,control,0,IL-1 RA RN,0.270779461
6316,donor_5,LPS,2000,control,0,IL-1 alpha,0.67254585
6316,donor_5,LPS,2000,control,0,IL-1 beta,1.03732908
6316,donor_5,LPS,2000,control,0,IL-12 p40,0.641951442
6316,donor_5,LPS,2000,control,0,IL-6,1.0769248
6316,donor_5,LPS,2000,control,0,MMP-1,0.716944695
6316,donor_5,LPS,2000,control,0,TNF RII,0.159299538
6316,donor_5,LPS,2000,control,0,TNF alpha,1.02012312
6341,donor_5,LPS,2000,control,0,CCL1,0.793393075
6341,donor_5,LPS,2000,control,0,CCL2,0.841666102
6341,donor_5,LPS,2000,control,0,CCL22,0.321250886
6341,donor_5,LPS,2000,control,0,CCL24,0.570207357
6341,donor_5,LPS,2000,control,0,CCL5,0.550513864
6341,donor_5,LPS,2000,control,0,CCL7,0.0344236344
6341,donor_5,LPS,2000,control,0,CCL8,-0.022512326
6341,donor_5,LPS,2000,control,0,CXCL1,0.767819405
6341,donor_5,LPS,2000,control,0,CXCL10,-0.0114068445
6341,donor_5,LPS,2000,control,0,CXCL16,0.233930066
6341,donor_5,LPS,2000,control,0,G-CSF,0.308576226
6341,donor_5,LPS,2000,control,0,GM-CSF,0.233106598
6341,donor_5,LPS,2000,control,0,IFN gamma,0.509563327
6341,donor_5,LPS,2000,control,0,IL-1 RA RN,0.242875502
6341,donor_5,LPS,2000,control,0,IL-1 alpha,0.668393373
6341,donor_5,LPS,2000,control,0,IL-1 beta,1.06161439
6341,donor_5,LPS,2000,control,0,IL-12 p40,0.608868122
6341,donor_5,LPS,2000,control,0,IL-6,1.07702589
6341,donor_5,LPS,2000,control,0,MMP-1,0.722079635
6341,donor_5,LPS,2000,control,0,TNF RII,0.164601609
6341,donor_5,LPS,2000,control,0,TNF alpha,1.01006389
6366,donor_5,LPS,2000,control,0,CCL1,0.776081264
6366,donor_5,LPS,2000,control,0,CCL2,0.83143127
6366,donor_5,LPS,2000,control,0,CCL22,0.502540886
6366,donor_5,LPS,2000,control,0,CCL24,0.680376768
6366,donor_5,LPS,2000,control,0,CCL5,0.593995035
6366,donor_5,LPS,2000,control,0,CCL7,0.0297167152
6366,donor_5,LPS,2000,control,0,CCL8,-0.0739736035
6366,donor_5,LPS,2000,control,0,CXCL1,0.770905972
6366,donor_5,LPS,2000,control,0,CXCL10,-0.0117875244
6366,donor_5,LPS,2000,control,0,CXCL16,0.222535521
6366,donor_5,LPS,2000,control,0,G-CSF,0.289624214
6366,donor_5,LPS,2000,control,0,GM-CSF,0.244905546
6366,donor_5,LPS,2000,control,0,IFN gamma,0.557857931
6366,donor_5,LPS,2000,control,0,IL-1 RA RN,0.289074481
6366,donor_5,LPS,2000,control,0,IL-1 alpha,0.656168878
6366,donor_5,LPS,2000,control,0,IL-1 beta,1.04916465
6366,donor_5,LPS,2000,control,0,IL-12 p40,0.634681284
6366,donor_5,LPS,2000,control,0,IL-6,1.07982099
6366,donor_5,LPS,2000,control,0,MMP-1,0.746989548
6366,donor_5,LPS,2000,control,0,TNF RII,0.167774171
6366,donor_5,LPS,2000,control,0,TNF alpha,1.01210237
6386,donor_5,LPS,2000,control,0,CCL1,0.781905413
6386,donor_5,LPS,2000,control,0,CCL2,0.84486711
6386,donor_5,LPS,2000,control,0,CCL22,0.43112424
6386,donor_5,LPS,2000,control,0,CCL24,0.590251565
6386,donor_5,LPS,2000,control,0,CCL5,0.561318517
6386,donor_5,LPS,2000,control,0,CCL7,0.0339760147
6386,donor_5,LPS,2000,control,0,CCL8,0.0735399202
6386,donor_5,LPS,2000,control,0,CXCL1,0.770598769
6386,donor_5,LPS,2000,control,0,CXCL10,-0.00752532016
6386,donor_5,LPS,2000,control,0,CXCL16,0.23298344
6386,donor_5,LPS,2000,control,0,G-CSF,0.269076884
6386,donor_5,LPS,2000,control,0,GM-CSF,0.211652309
6386,donor_5,LPS,2000,control,0,IFN gamma,0.563816905
6386,donor_5,LPS,2000,control,0,IL-1 RA RN,0.254523128
6386,donor_5,LPS,2000,control,0,IL-1 alpha,0.690522552
6386,donor_5,LPS,2000,control,0,IL-1 beta,1.0239681
6386,donor_5,LPS,2000,control,0,IL-12 p40,0.604097903
6386,donor_5,LPS,2000,control,0,IL-6,1.0699513
6386,donor_5,LPS,2000,control,0,MMP-1,0.756786346
6386,donor_5,LPS,2000,control,0,TNF RII,0.129941031
6386,donor_5,LPS,2000,control,0,TNF alpha,1.04875112
6391,donor_5,LPS,2000,control,0,CCL1,0.744454741
6391,donor_5,LPS,2000,control,0,CCL2,0.804885328
6391,donor_5,LPS,2000,control,0,CCL22,0.466705322
6391,donor_5,LPS,2000,control,0,CCL24,0.690725684
6391,donor_5,LPS,2000,control,0,CCL5,0.568861187
6391,donor_5,LPS,2000,control,0,CCL7,0.0304453429
6391,donor_5,LPS,2000,control,0,CCL8,-0.112962991
6391,donor_5,LPS,2000,control,0,CXCL1,0.78602165
6391,donor_5,LPS,2000,control,0,CXCL10,0.0131959599
6391,donor_5,LPS,2000,control,0,CXCL16,0.244960308
6391,donor_5,LPS,2000,control,0,G-CSF,0.315689921
6391,donor_5,LPS,2000,control,0,GM-CSF,0.229018599
6391,donor_5,LPS,2000,control,0,IFN gamma,0.520974934
6391,donor_5,LPS,2000,control,0,IL-1 RA RN,0.26676929
6391,donor_5,LPS,2000,control,0,IL-1 alpha,0.683187604
6391,donor_5,LPS,2000,control,0,IL-1 beta,1.07647347
6391,donor_5,LPS,2000,control,0,IL-12 p40,0.655186474
6391,donor_5,LPS,2000,control,0,IL-6,1.07147896
6391,donor_5,LPS,2000,control,0,MMP-1,0.788095891
6391,donor_5,LPS,2000,control,0,TNF RII,0.154985145
6391,donor_5,LPS,2000,control,0,TNF alpha,1.0150125
6414,donor_5,LPS,2000,control,0,CCL1,0.760620952
6414,donor_5,LPS,2000,control,0,CCL2,0.847694755
6414,donor_5,LPS,2000,control,0,CCL22,0.472359121
6414,donor_5,LPS,2000,control,0,CCL24,0.648049772
6414,donor_5,LPS,2000,control,0,CCL5,0.590955615
6414,donor_5,LPS,2000,control,0,CCL7,0.0880381018
6414,donor_5,LPS,2000,control,0,CCL8,-0.0744412094
6414,donor_5,LPS,2000,control,0,CXCL1,0.768682897
6414,donor_5,LPS,2000,control,0,CXCL10,0.0160500295
6414,donor_5,LPS,2000,control,0,CXCL16,0.247849375
6414,donor_5,LPS,2000,control,0,G-CSF,0.289292037
6414,donor_5,LPS,2000,control,0,GM-CSF,0.226415351
6414,donor_5,LPS,2000,control,0,IFN gamma,0.510385871
6414,donor_5,LPS,2000,control,0,IL-1 RA RN,0.232498839
6414,donor_5,LPS,2000,control,0,IL-1 alpha,0.663911998
6414,donor_5,LPS,2000,control,0,IL-1 beta,1.0538733
6414,donor_5,LPS,2000,control,0,IL-12 p40,0.66201061
6414,donor_5,LPS,2000,control,0,IL-6,1.05809152
6414,donor_5,LPS,2000,control,0,MMP-1,0.73111707
6414,donor_5,LPS,2000,control,0,TNF RII,0.149953902
6414,donor_5,LPS,2000,control,0,TNF alpha,0.99341172
6460,donor_5,LPS,2000,control,0,CCL1,0.729309618
6460,donor_5,LPS,2000,control,0,CCL2,0.813461244
6460,donor_5,LPS,2000,control,0,CCL22,0.366160661
6460,donor_5,LPS,2000,control,0,CCL24,0.527089119
6460,donor_5,LPS,2000,control,0,CCL5,0.542745829
6460,donor_5,LPS,2000,control,0,CCL7,0.0774082989
6460,donor_5,LPS,2000,control,0,CCL8,0.109343037
6460,donor_5,LPS,2000,control,0,CXCL1,0.762168288
6460,donor_5,LPS,2000,control,0,CXCL10,-0.0044903066
6460,donor_5,LPS,2000,control,0,CXCL16,0.201333895
6460,donor_5,LPS,2000,control,0,G-CSF,0.28502506
6460,donor_5,LPS,2000,control,0,GM-CSF,0.191078469
6460,donor_5,LPS,2000,control,0,IFN gamma,0.452185541
6460,donor_5,LPS,2000,control,0,IL-1 RA RN,0.210852206
6460,donor_5,LPS,2000,control,0,IL-1 alpha,0.631914973
6460,donor_5,LPS,2000,control,0,IL-1 beta,1.04020369
6460,donor_5,LPS,2000,control,0,IL-12 p40,0.574256599
6460,donor_5,LPS,2000,control,0,IL-6,1.07634473
6460,donor_5,LPS,2000,control,0,MMP-1,0.763475776
6460,donor_5,LPS,2000,control,0,TNF RII,0.129854962
6460,donor_5,LPS,2000,control,0,TNF alpha,1.01690626
6464,donor_5,LPS,2000,control,0,CCL1,0.733178318
6464,donor_5,LPS,2000,control,0,CCL2,0.827670157
6464,donor_5,LPS,2000,control,0,CCL22,0.38347584
6464,donor_5,LPS,2000,control,0,CCL24,0.518104732
6464,donor_5,LPS,2000,control,0,CCL5,0.557513833
6464,donor_5,LPS,2000,control,0,CCL7,0.0289211236
6464,donor_5,LPS,2000,control,0,CCL8,0.00280402275
6464,donor_5,LPS,2000,control,0,CXCL1,0.761468709
6464,donor_5,LPS,2000,control,0,CXCL10,-0.00582713401
6464,donor_5,LPS,2000,control,0,CXCL16,0.233275861
6464,donor_5,LPS,2000,control,0,G-CSF,0.265191197
6464,donor_5,LPS,2000,control,0,GM-CSF,0.210884929
6464,donor_5,LPS,2000,control,0,IFN gamma,0.486196876
6464,donor_5,LPS,2000,control,0,IL-1 RA RN,0.240339667
6464,donor_5,LPS,2000,control,0,IL-1 alpha,0.630133688
6464,donor_5,LPS,2000,control,0,IL-1 beta,1.0404824
6464,donor_5,LPS,2000,control,0,IL-12 p40,0.634997487
6464,donor_5,LPS,2000,control,0,IL-6,1.11474359
6464,donor_5,LPS,2000,control,0,MMP-1,0.728079915
6464,donor_5,LPS,2000,control,0,TNF RII,0.155634284
6464,donor_5,LPS,2000,control,0,TNF alpha,0.996426523
6483,donor_5,LPS,2000,control,0,CCL1,0.790333211
6483,donor_5,LPS,2000,control,0,CCL2,0.828415453
6483,donor_5,LPS,2000,control,0,CCL22,0.440410614
6483,donor_5,LPS,2000,control,0,CCL24,0.562038422
6483,donor_5,LPS,2000,control,0,CCL5,0.542628944
6483,donor_5,LPS,2000,control,0,CCL7,0.03798154
6483,donor_5,LPS,2000,control,0,CCL8,-0.0280158129
6483,donor_5,LPS,2000,control,0,CXCL1,0.769719362
6483,donor_5,LPS,2000,control,0,CXCL10,-0.0362549797
6483,donor_5,LPS,2000,control,0,CXCL16,0.202091381
6483,donor_5,LPS,2000,control,0,G-CSF,0.263420939
6483,donor_5,LPS,2000,control,0,GM-CSF,0.231590599
6483,donor_5,LPS,2000,control,0,IFN gamma,0.533638358
6483,donor_5,LPS,2000,control,0,IL-1 RA RN,0.287567258
6483,donor_5,LPS,2000,control,0,IL-1 alpha,0.671270549
6483,donor_5,LPS,2000,control,0,IL-1 beta,1.108845
6483,donor_5,LPS,2000,control,0,IL-12 p40,0.672312021
6483,donor_5,LPS,2000,control,0,IL-6,1.03761482
6483,donor_5,LPS,2000,control,0,MMP-1,0.741870165
6483,donor_5,LPS,2000,control,0,TNF RII,0.166786432
6483,donor_5,LPS,2000,control,0,TNF alpha,1.03093231
6485,donor_5,LPS,2000,control,0,CCL1,0.733097851
6485,donor_5,LPS,2000,control,0,CCL2,0.880428731
6485,donor_5,LPS,2000,control,0,CCL22,0.287987232
6485,donor_5,LPS,2000,control,0,CCL24,0.508273602
6485,donor_5,LPS,2000,control,0,CCL5,0.572436869
6485,donor_5,LPS,2000,control,0,CCL7,0.0303004589
6485,donor_5,LPS,2000,control,0,CCL8,-0.11538171
6485,donor_5,LPS,2000,control,0,CXCL1,0.789833248
6485,donor_5,LPS,2000,control,0,CXCL10,-0.00865792111
6485,donor_5,LPS,2000,control,0,CXCL16,0.241871446
6485,donor_5,LPS,2000,control,0,G-CSF,0.301255018
6485,donor_5,LPS,2000,control,0,GM-CSF,0.227933004
6485,donor_5,LPS,2000,control,0,IFN gamma,0.690943122
6485,donor_5,LPS,2000,control,0,IL-1 RA RN,0.2808505
6485,donor_5,LPS,2000,control,0,IL-1 alpha,0.610296011
6485,donor_5,LPS,2000,control,0,IL-1 beta,1.14199638
6485,donor_5,LPS,2000,control,0,IL-12 p40,0.703630149
6485,donor_5,LPS,2000,control,0,IL-6,1.10289824
6485,donor_5,LPS,2000,control,0,MMP-1,0.657263696
6485,donor_5,LPS,2000,control,0,TNF RII,0.16614233
6485,donor_5,LPS,2000,control,0,TNF alpha,1.01662934
7946,donor_6,LPS,2000,IL-10,50,CCL1,-0.113071673
7946,donor_6,LPS,2000,IL-10,50,CCL2,1.18618155
7946,donor_6,LPS,2000,IL-10,50,CCL22,-0.0230108723
7946,donor_6,LPS,2000,IL-10,50,CCL24,0.0544039123
7946,donor_6,LPS,2000,IL-10,50,CCL5,0.6284917
7946,donor_6,LPS,2000,IL-10,50,CCL7,0.267858982
7946,donor_6,LPS,2000,IL-10,50,CCL8,-0.0499708503
7946,donor_6,LPS,2000,IL-10,50,CXCL1,0.836057901
7946,donor_6,LPS,2000,IL-10,50,CXCL10,-0.0528806746
7946,donor_6,LPS,2000,IL-10,50,CXCL16,0.70115912
7946,donor_6,LPS,2000,IL-10,50,G-CSF,-0.0118682943
7946,donor_6,LPS,2000,IL-10,50,GM-CSF,-0.0360803381
7946,donor_6,LPS,2000,IL-10,50,IFN gamma,-0.0154570183
7946,donor_6,LPS,2000,IL-10,50,IL-1 RA RN,0.566583335
7946,donor_6,LPS,2000,IL-10,50,IL-1 alpha,-0.0073905061
7946,donor_6,LPS,2000,IL-10,50,IL-1 beta,0.263966948
7946,donor_6,LPS,2000,IL-10,50,IL-12 p40,0.00414314028
7946,donor_6,LPS,2000,IL-10,50,IL-6,0.78649354
7946,donor_6,LPS,2000,IL-10,50,MMP-1,0.573345661
7946,donor_6,LPS,2000,IL-10,50,TNF RII,0.47165969
7946,donor_6,LPS,2000,IL-10,50,TNF alpha,0.174772054
7708,donor_6,LPS,2000,control,0,CCL1,0.673434019
7708,donor_6,LPS,2000,control,0,CCL2,0.998817742
7708,donor_6,LPS,2000,control,0,CCL22,0.581142724
7708,donor_6,LPS,2000,control,0,CCL24,0.487001538
7708,donor_6,LPS,2000,control,0,CCL5,0.767256737
7708,donor_6,LPS,2000,control,0,CCL7,0.136184677
7708,donor_6,LPS,2000,control,0,CCL8,-0.090064466
7708,donor_6,LPS,2000,control,0,CXCL1,0.865438879
7708,donor_6,LPS,2000,control,0,CXCL10,0.00693250494
7708,donor_6,LPS,2000,control,0,CXCL16,0.401377887
7708,donor_6,LPS,2000,control,0,G-CSF,0.348380446
7708,donor_6,LPS,2000,control,0,GM-CSF,0.160592839
7708,donor_6,LPS,2000,control,0,IFN gamma,0.455937058
7708,donor_6,LPS,2000,control,0,IL-1 RA RN,0.377260089
7708,donor_6,LPS,2000,control,0,IL-1 alpha,0.621000171
7708,donor_6,LPS,2000,control,0,IL-1 beta,1.06024218
7708,donor_6,LPS,2000,control,0,IL-12 p40,0.631889999
7708,donor_6,LPS,2000,control,0,IL-6,1.11666036
7708,donor_6,LPS,2000,control,0,MMP-1,0.381240606
7708,donor_6,LPS,2000,control,0,TNF RII,0.256189644
7708,donor_6,LPS,2000,control,0,TNF alpha,1.06992388
7730,donor_6,LPS,2000,control,0,CCL1,0.62078768
7730,donor_6,LPS,2000,control,0,CCL2,1.06340599
7730,donor_6,LPS,2000,control,0,CCL22,0.503269792
7730,donor_6,LPS,2000,control,0,CCL24,0.423296511
7730,donor_6,LPS,2000,control,0,CCL5,0.763686955
7730,donor_6,LPS,2000,control,0,CCL7,0.164770544
7730,donor_6,LPS,2000,control,0,CCL8,0.0243807118
7730,donor_6,LPS,2000,control,0,CXCL1,0.862885118
7730,donor_6,LPS,2000,control,0,CXCL10,0.0106116813
7730,donor_6,LPS,2000,control,0,CXCL16,0.405132234
7730,donor_6,LPS,2000,control,0,G-CSF,0.371915996
7730,donor_6,LPS,2000,control,0,GM-CSF,0.147460267
7730,donor_6,LPS,2000,control,0,IFN gamma,0.515615582
7730,donor_6,LPS,2000,control,0,IL-1 RA RN,0.410990864
7730,donor_6,LPS,2000,control,0,IL-1 alpha,0.704238713
7730,donor_6,LPS,2000,control,0,IL-1 beta,1.04891038
7730,donor_6,LPS,2000,control,0,IL-12 p40,0.629755497
7730,donor_6,LPS,2000,control,0,IL-6,1.08060431
7730,donor_6,LPS,2000,control,0,MMP-1,0.398425579
7730,donor_6,LPS,2000,control,0,TNF RII,0.235385954
7730,donor_6,LPS,2000,control,0,TNF alpha,1.04306972
7734,donor_6,LPS,2000,control,0,CCL1,0.534914911
7734,donor_6,LPS,2000,control,0,CCL2,1.05986905
7734,donor_6,LPS,2000,control,0,CCL22,0.528055072
7734,donor_6,LPS,2000,control,0,CCL24,0.31889236
7734,donor_6,LPS,2000,control,0,CCL5,0.748648703
7734,donor_6,LPS,2000,control,0,CCL7,0.132998168
7734,donor_6,LPS,2000,control,0,CCL8,0.0221708268
7734,donor_6,LPS,2000,control,0,CXCL1,0.844272077
7734,donor_6,LPS,2000,control,0,CXCL10,0.0128833596
7734,donor_6,LPS,2000,control,0,CXCL16,0.42706719
7734,donor_6,LPS,2000,control,0,G-CSF,0.401201338
7734,donor_6,LPS,2000,control,0,GM-CSF,0.12334469
7734,donor_6,LPS,2000,control,0,IFN gamma,0.723778903
7734,donor_6,LPS,2000,control,0,IL-1 RA RN,0.38228938
7734,donor_6,LPS,2000,control,0,IL-1 alpha,0.660915792
7734,donor_6,LPS,2000,control,0,IL-1 beta,1.01304317
7734,donor_6,LPS,2000,control,0,IL-12 p40,0.628141463
7734,donor_6,LPS,2000,control,0,IL-6,1.08668995
7734,donor_6,LPS,2000,control,0,MMP-1,0.473924398
7734,donor_6,LPS,2000,control,0,TNF RII,0.270577431
7734,donor_6,LPS,2000,control,0,TNF alpha,1.02450347
7760,donor_6,LPS,2000,control,0,CCL1,0.564539433
7760,donor_6,LPS,2000,control,0,CCL2,1.0635674
7760,donor_6,LPS,2000,control,0,CCL22,0.561480045
7760,donor_6,LPS,2000,control,0,CCL24,0.43098256
7760,donor_6,LPS,2000,control,0,CCL5,0.767418325
7760,donor_6,LPS,2000,control,0,CCL7,0.131367818
7760,donor_6,LPS,2000,control,0,CCL8,0.0509484336
7760,donor_6,LPS,2000,control,0,CXCL1,0.878199279
7760,donor_6,LPS,2000,control,0,CXCL10,0.0245408956
7760,donor_6,LPS,2000,control,0,CXCL16,0.420892328
7760,donor_6,LPS,2000,control,0,G-CSF,0.390593827
7760,donor_6,LPS,2000,control,0,GM-CSF,0.145580292
7760,donor_6,LPS,2000,control,0,IFN gamma,0.646056056
7760,donor_6,LPS,2000,control,0,IL-1 RA RN,0.410536259
7760,donor_6,LPS,2000,control,0,IL-1 alpha,0.691076219
7760,donor_6,LPS,2000,control,0,IL-1 beta,1.07735002
7760,donor_6,LPS,2000,control,0,IL-12 p40,0.629646719
7760,donor_6,LPS,2000,control,0,IL-6,1.08356583
7760,donor_6,LPS,2000,control,0,MMP-1,0.505083203
7760,donor_6,LPS,2000,control,0,TNF RII,0.241573736
7760,donor_6,LPS,2000,control,0,TNF alpha,1.05233622
7781,donor_6,LPS,2000,control,0,CCL1,0.583782613
7781,donor_6,LPS,2000,control,0,CCL2,1.07050443
7781,donor_6,LPS,2000,control,0,CCL22,0.573921442
7781,donor_6,LPS,2000,control,0,CCL24,0.446581721
7781,donor_6,LPS,2000,control,0,CCL5,0.771201611
7781,donor_6,LPS,2000,control,0,CCL7,0.100887179
7781,donor_6,LPS,2000,control,0,CCL8,-0.024294503
7781,donor_6,LPS,2000,control,0,CXCL1,0.869496107
7781,donor_6,LPS,2000,control,0,CXCL10,-0.0118341306
7781,donor_6,LPS,2000,control,0,CXCL16,0.429647386
7781,donor_6,LPS,2000,control,0,G-CSF,0.390238345
7781,donor_6,LPS,2000,control,0,GM-CSF,0.163537815
7781,donor_6,LPS,2000,control,0,IFN gamma,0.58289057
7781,donor_6,LPS,2000,control,0,IL-1 RA RN,0.370651722
7781,donor_6,LPS,2000,control,0,IL-1 alpha,0.681185603
7781,donor_6,LPS,2000,control,0,IL-1 beta,1.1288749
7781,donor_6,LPS,2000,control,0,IL-12 p40,0.631817877
7781,donor_6,LPS,2000,control,0,IL-6,1.09143841
7781,donor_6,LPS,2000,control,0,MMP-1,0.513345182
7781,donor_6,LPS,2000,control,0,TNF RII,0.257997841
7781,donor_6,LPS,2000,control,0,TNF alpha,1.03568757
7807,donor_6,LPS,2000,control,0,CCL1,0.487886697
7807,donor_6,LPS,2000,control,0,CCL2,1.07960761
7807,donor_6,LPS,2000,control,0,CCL22,0.62532258
7807,donor_6,LPS,2000,control,0,CCL24,0.413881242
7807,donor_6,LPS,2000,control,0,CCL5,0.8015517
7807,donor_6,LPS,2000,control,0,CCL7,0.140254423
7807,donor_6,LPS,2000,control,0,CCL8,-0.116822086
7807,donor_6,LPS,2000,control,0,CXCL1,0.907799602
7807,donor_6,LPS,2000,control,0,CXCL10,0.0315960385
7807,donor_6,LPS,2000,control,0,CXCL16,0.419953883
7807,donor_6,LPS,2000,control,0,G-CSF,0.436433226
7807,donor_6,LPS,2000,control,0,GM-CSF,0.169712409
7807,donor_6,LPS,2000,control,0,IFN gamma,0.59461242
7807,donor_6,LPS,2000,control,0,IL-1 RA RN,0.400412858
7807,donor_6,LPS,2000,control,0,IL-1 alpha,0.743692994
7807,donor_6,LPS,2000,control,0,IL-1 beta,1.15113592
7807,donor_6,LPS,2000,control,0,IL-12 p40,0.680183053
7807,donor_6,LPS,2000,control,0,IL-6,1.08164227
7807,donor_6,LPS,2000,control,0,MMP-1,0.351553172
7807,donor_6,LPS,2000,control,0,TNF RII,0.271814018
7807,donor_6,LPS,2000,control,0,TNF alpha,1.04190767
7827,donor_6,LPS,2000,control,0,CCL1,0.571004272
7827,donor_6,LPS,2000,control,0,CCL2,1.01996267
7827,donor_6,LPS,2000,control,0,CCL22,0.566616118
7827,donor_6,LPS,2000,control,0,CCL24,0.504930139
7827,donor_6,LPS,2000,control,0,CCL5,0.750339866
7827,donor_6,LPS,2000,control,0,CCL7,0.103285082
7827,donor_6,LPS,2000,control,0,CCL8,0.0200018622
7827,donor_6,LPS,2000,control,0,CXCL1,0.874066293
7827,donor_6,LPS,2000,control,0,CXCL10,-0.0217824113
7827,donor_6,LPS,2000,control,0,CXCL16,0.39173612
7827,donor_6,LPS,2000,control,0,G-CSF,0.325646281
7827,donor_6,LPS,2000,control,0,GM-CSF,0.161661357
7827,donor_6,LPS,2000,control,0,IFN gamma,0.52811116
7827,donor_6,LPS,2000,control,0,IL-1 RA RN,0.342114806
7827,donor_6,LPS,2000,control,0,IL-1 alpha,0.649265587
7827,donor_6,LPS,2000,control,0,IL-1 beta,1.08982968
7827,donor_6,LPS,2000,control,0,IL-12 p40,0.641836166
7827,donor_6,LPS,2000,control,0,IL-6,1.03000402
7827,donor_6,LPS,2000,control,0,MMP-1,0.504636586
7827,donor_6,LPS,2000,control,0,TNF RII,0.257448792
7827,donor_6,LPS,2000,control,0,TNF alpha,1.0167011
7832,donor_6,LPS,2000,control,0,CCL1,0.475567549
7832,donor_6,LPS,2000,control,0,CCL2,1.05520368
7832,donor_6,LPS,2000,control,0,CCL22,0.562515676
7832,donor_6,LPS,2000,control,0,CCL24,0.388674915
7832,donor_6,LPS,2000,control,0,CCL5,0.760500908
7832,donor_6,LPS,2000,control,0,CCL7,0.169151008
7832,donor_6,LPS,2000,control,0,CCL8,0.0275632385
7832,donor_6,LPS,2000,control,0,CXCL1,0.833767653
7832,donor_6,LPS,2000,control,0,CXCL10,0.0170652773
7832,donor_6,LPS,2000,control,0,CXCL16,0.390799791
7832,donor_6,LPS,2000,control,0,G-CSF,0.425009221
7832,donor_6,LPS,2000,control,0,GM-CSF,0.146491528
7832,donor_6,LPS,2000,control,0,IFN gamma,0.640844941
7832,donor_6,LPS,2000,control,0,IL-1 RA RN,0.356989801
7832,donor_6,LPS,2000,control,0,IL-1 alpha,0.695681334
7832,donor_6,LPS,2000,control,0,IL-1 beta,1.05094635
7832,donor_6,LPS,2000,control,0,IL-12 p40,0.649578512
7832,donor_6,LPS,2000,control,0,IL-6,1.02526534
7832,donor_6,LPS,2000,control,0,MMP-1,0.399150997
7832,donor_6,LPS,2000,control,0,TNF RII,0.245007858
7832,donor_6,LPS,2000,control,0,TNF alpha,1.05195594
7852,donor_6,LPS,2000,control,0,CCL1,0.628712356
7852,donor_6,LPS,2000,control,0,CCL2,1.01566327
7852,donor_6,LPS,2000,control,0,CCL22,0.551823318
7852,donor_6,LPS,2000,control,0,CCL24,0.537587881
7852,donor_6,LPS,2000,control,0,CCL5,0.78230983
7852,donor_6,LPS,2000,control,0,CCL7,0.102182008
7852,donor_6,LPS,2000,control,0,CCL8,-0.120886199
7852,donor_6,LPS,2000,control,0,CXCL1,0.862566411
7852,donor_6,LPS,2000,control,0,CXCL10,0.0139782177
7852,donor_6,LPS,2000,control,0,CXCL16,0.437351882
7852,donor_6,LPS,2000,control,0,G-CSF,0.354196042
7852,donor_6,LPS,2000,control,0,GM-CSF,0.148621678
7852,donor_6,LPS,2000,control,0,IFN gamma,0.74702841
7852,donor_6,LPS,2000,control,0,IL-1 RA RN,0.392429382
7852,donor_6,LPS,2000,control,0,IL-1 alpha,0.642345667
7852,donor_6,LPS,2000,control,0,IL-1 beta,1.06830049
7852,donor_6,LPS,2000,control,0,IL-12 p40,0.650498152
7852,donor_6,LPS,2000,control,0,IL-6,1.08996427
7852,donor_6,LPS,2000,control,0,MMP-1,0.517736912
7852,donor_6,LPS,2000,control,0,TNF RII,0.257382363
7852,donor_6,LPS,2000,control,0,TNF alpha,1.06468177
7877,donor_6,LPS,2000,control,0,CCL1,0.678310335
7877,donor_6,LPS,2000,control,0,CCL2,1.05011308
7877,donor_6,LPS,2000,control,0,CCL22,0.652093649
